0.081615,1
1.366009,2
2.263294,3
3.224491,4
4.480233,5
4.482229,4
5.483542,3
5.910578,4
6.491772,3
7.506207,2
8.516798,1
9.527895,0
16.953,1
17.594345,0
18.673046,1
19.616808,0
20.345668,1
20.621206,0
31.550284,1
31.719199,0
33.343465,1
33.736244,0
34.720542,1
34.750017,0
36.125252,1
36.773876,0
47.153738,1
47.896768,0
48.740968,1
48.897916,0
49.230219,1
49.844793,2
49.905618,1
50.510837,2
50.918644,1
51.932664,0
54.549384,1
54.962384,0
58.232644,1
59.00236,0
63.525024,1
63.793676,2
63.9553,3
64.063097,2
64.240063,3
64.552888,4
64.869851,5
65.070679,4
65.197847,5
66.086566,4
67.090088,3
68.104109,2
68.404024,3
69.106339,2
70.116908,1
71.118073,0
71.355421,1
72.124372,0
76.69125,1
76.892403,2
77.157521,1
77.221398,2
77.549448,3
77.841428,4
78.124418,5
78.170352,4
78.434652,5
78.729958,6
79.02701,7
79.181247,6
79.338572,7
79.652671,8
79.961259,9
80.194644,8
81.199237,7
82.190691,8
82.206723,7
83.220448,6
84.223273,5
84.364508,6
85.238467,5
86.211107,6
86.241595,5
87.249675,4
88.263107,3
89.275949,2
90.287635,1
91.288637,0
91.401081,1
91.590508,2
91.838279,3
92.074911,4
92.302197,3
92.3184,4
92.571148,5
92.757062,6
92.944182,7
93.130959,8
93.316552,7
93.332418,8
93.537276,9
93.757773,10
93.914477,11
94.086605,12
94.272456,13
94.318746,12
94.429197,13
94.632859,14
94.804735,15
94.992483,16
95.321929,15
96.324015,14
96.37339,15
97.328151,14
97.613352,15
98.33298,14
99.037603,15
99.347981,14
100.363044,13
100.660746,14
101.376467,13
102.392795,12
103.406798,11
104.416823,10
105.419846,9
105.845976,10
106.020236,11
106.20766,12
106.382865,13
106.427931,12
106.570677,13
106.74224,14
106.931523,15
107.136043,16
107.308014,17
107.433842,16
107.496676,17
107.697717,18
107.897683,19
108.132407,20
108.3043,21
108.445048,20
108.495013,21
108.681388,22
108.883109,23
109.056089,24
109.242539,25
109.413772,26
109.459121,25
109.618802,26
109.791482,27
109.963165,28
110.470725,27
111.096975,28
111.483128,27
112.374398,28
112.498778,27
113.501543,26
113.521033,27
114.516831,26
114.833539,27
115.531539,26
116.191345,27
116.534144,26
117.547332,25
118.548365,24
119.562211,23
120.573703,22
121.393317,23
121.550782,24
121.580695,23
121.738633,24
121.910115,25
122.080353,26
122.594059,25
123.607831,24
124.621631,23
125.623292,22
126.624278,21
127.626189,20
128.640519,19
129.651784,18
130.663397,17
131.675913,16
132.689979,15
133.694735,14
134.701856,13
135.716394,12
136.722943,11
137.724395,10
138.731207,9
139.73837,8
140.752254,7
141.763331,6
142.779808,5
143.791624,4
144.797174,3
145.810542,2
146.823303,1
147.8362,0
