4.45355,46980
5.45812,4726737
6.469408,4726737
7.477751,4726737
8.486903,4726737
9.495526,3841983
10.498488,2617284
16.547535,2234145
17.553512,424520
18.556508,91917
19.564101,91917
20.57204,91917
21.587093,91917
22.595018,91917
23.5965,91917
24.600346,91917
25.606743,91917
26.610514,91917
27.619081,46980
28.624865,46980
29.627508,46980
30.634,46980
31.648871,46980
32.653779,46980
33.656065,46980
34.670978,46980
35.685109,46980
36.698057,46980
37.704702,46980
38.718177,46980
39.721011,46980
40.731272,46980
41.742821,46980
42.757203,46980
43.758935,46980
44.768216,46980
45.783041,46980
46.791283,46980
47.804668,46980
48.818746,46980
49.82651,46980
50.837339,46980
51.839152,46980
52.841834,46980
53.855676,46980
54.856391,46980
55.857611,46980
56.873459,46980
57.888508,46980
58.893065,46980
59.89927,46980
60.914884,46980
61.925943,46980
62.937039,46980
63.951516,46980
64.96339,46980
65.975329,46980
66.979104,46980
67.981745,46980
69.002207,46980
70.0177,46980
71.028956,46980
72.035427,46980
73.049416,46980
74.054142,46980
75.06848,46980
76.083017,46980
77.098818,46980
78.101907,46980
79.109878,46980
80.128759,46980
81.141356,46980
82.147726,46980
83.151507,46980
84.15354,46980
85.174106,46980
86.177103,46980
87.178983,46980
88.19064,46980
89.195133,46980
90.203527,46980
91.215617,46980
92.216779,46980
93.220799,46980
94.243909,46980
95.252932,46980
96.267284,46980
97.270107,46980
98.283866,46980
99.29595,46980
100.308567,46980
101.310172,46980
102.320054,46980
103.325149,46980
104.328546,46980
105.338137,46980
106.348049,46980
107.356808,46980
108.368132,46980
109.379508,46980
